Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,93.099998,99.970001,81.330002,98.339996,91.053986,51822697
2018-03-01,98.169998,98.790001,91.870003,93.800003,86.850365,40466384
2018-04-01,93.800003,98.260002,90.230003,97.400002,90.183647,35551489
2018-05-01,97.400002,101.099998,95.360001,97.309998,91.601974,30892090
2018-06-01,98.019997,106.500000,94.570000,100.260002,94.378929,30365230
2018-07-01,97.650002,111.160004,97.000000,106.000000,99.782234,28853721
2018-08-01,106.120003,110.879997,104.959999,106.260002,100.026985,21948858
2018-09-01,106.040001,109.160004,103.000000,108.180000,101.834366,23225714
2018-10-01,108.680000,108.739998,91.519997,97.709999,91.978508,45933413
2018-11-01,97.639999,98.769997,89.959999,94.620003,89.069763,29597559
2018-12-01,97.269997,97.300003,78.830002,83.959999,79.035057,32292046
2019-01-01,83.959999,100.459999,77.500000,100.220001,94.341278,34266357
2019-02-01,101.019997,113.980003,98.050003,113.599998,106.936440,31331475
2019-03-01,114.059998,119.440002,109.300003,117.900002,110.984200,31151758
2019-04-01,118.900002,124.000000,116.379997,121.879997,114.730743,24238381
2019-05-01,121.879997,122.820000,112.599998,114.860001,109.647980,23676222
2019-06-01,113.699997,126.500000,112.860001,124.680000,119.022377,24143863
2019-07-01,123.500000,133.860001,122.599998,128.059998,122.249008,21696614
2019-08-01,128.080002,129.979996,119.919998,125.339996,119.652428,25811518
2019-09-01,125.820000,128.779999,117.500000,119.199997,113.791039,23593264
2019-10-01,120.000000,130.360001,114.360001,128.419998,122.592667,28818658
2019-11-01,129.199997,137.320007,128.139999,133.399994,127.346687,20981500
2019-12-01,133.860001,134.880005,122.519997,130.479996,124.559189,28292065
2020-01-01,130.479996,139.399994,130.479996,133.240005,127.193954,23388639
2020-02-01,133.639999,138.979996,105.639999,108.099998,103.194725,34611025
2020-03-01,110.000000,114.459999,48.119999,59.340000,56.647320,111613832
2020-04-01,58.000000,65.260002,49.505001,57.880001,55.253574,76277788
2020-05-01,57.880001,64.269997,48.209999,56.700001,55.898548,65063743
2020-06-01,59.180000,85.080002,57.660000,63.520000,62.622150,102194923
2020-07-01,63.599998,70.739998,60.849998,62.009998,61.133492,53943051
2020-08-01,62.330002,76.180000,60.779999,68.839996,67.866943,40272126
2020-09-01,69.349998,75.279999,57.869999,62.070000,61.192642,50202478
2020-10-01,63.410000,69.690002,59.279999,62.590000,61.705296,52604734
2020-11-01,62.970001,94.900002,61.680000,87.730003,86.489944,67948198
2020-12-01,88.010002,97.040001,82.750000,89.779999,88.510963,37387655
2021-01-01,89.779999,94.570000,81.839996,83.199997,82.023972,40044847
2021-02-01,84.129997,103.980003,82.410004,95.910004,94.554321,40075540
2021-03-01,97.750000,103.099998,93.139999,96.540001,95.175415,41863459
2021-04-01,96.699997,104.540001,95.949997,99.940002,98.527359,30689818
2021-05-01,100.160004,109.699997,93.180000,106.660004,105.152374,34604981
2021-06-01,106.860001,116.040001,104.900002,108.440002,106.907211,30445000
2021-07-01,109.800003,121.000000,103.120003,115.699997,114.064583,37793594
2021-08-01,116.800003,117.900002,108.199997,115.699997,114.064583,21600353
2021-09-01,116.500000,118.879997,108.720001,115.099998,113.473068,30866087
2021-10-01,113.019997,116.959999,107.160004,110.599998,109.036674,27861215
2021-11-01,111.080002,117.620003,95.730003,98.720001,97.324600,40469532
2021-12-01,100.959999,113.940002,98.019997,112.360001,110.771797,35587219
2022-01-01,113.599998,121.099998,106.199997,112.120003,110.535194,31338941
2022-02-01,113.580002,120.360001,105.720001,114.900002,113.275894,37221029
2022-03-01,114.480003,115.239998,90.239998,110.360001,108.800072,54206028
2022-04-01,110.080002,111.919998,100.559998,105.540001,104.048203,26390178
2022-05-01,104.980003,113.160004,102.580002,108.779999,108.779999,34383280
2022-06-01,109.599998,111.959999,90.160004,92.449997,92.449997,31673833
2022-07-01,92.089996,107.339996,88.910004,104.879997,104.879997,30773111
2022-08-01,104.360001,111.040001,97.839996,97.889999,97.889999,22904273
2022-09-01,96.959999,100.720001,86.800003,88.889999,88.889999,30204499
2022-10-01,87.900002,110.000000,86.519997,109.580002,109.580002,26454911
2022-11-01,110.500000,115.660004,107.220001,109.199997,109.199997,31325486
2022-12-01,110.000000,114.300003,107.040001,109.980003,109.980003,15304036
