Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,44.869999,44.930000,39.860001,41.660000,31.381977,21320077
2018-03-01,41.529999,41.910000,39.180000,40.709999,30.666355,16102351
2018-04-01,40.709999,43.119999,40.150002,42.250000,31.826414,13898801
2018-05-01,42.250000,43.169998,39.320000,39.540001,29.785004,22641691
2018-06-01,39.820000,40.209999,36.610001,36.910000,28.969498,18512363
2018-07-01,36.630001,38.209999,36.080002,37.610001,29.518906,15427994
2018-08-01,37.619999,39.330002,36.080002,38.029999,29.848549,14104406
2018-09-01,38.020000,38.240002,35.000000,37.230000,29.220654,17337447
2018-10-01,37.200001,37.599998,30.299999,32.240002,25.304161,25914144
2018-11-01,32.139999,35.330002,31.870001,33.959999,26.654133,23219071
2018-12-01,34.700001,34.700001,30.040001,31.340000,24.597778,20443868
2019-01-01,31.340000,31.400000,29.020000,30.920000,24.268135,20943289
2019-02-01,31.049999,33.299999,29.639999,33.250000,26.096878,19172723
2019-03-01,33.250000,33.509998,31.209999,31.850000,24.998062,20011192
2019-04-01,31.950001,35.590000,31.950001,33.540001,26.324490,19829307
2019-05-01,33.540001,34.200001,30.950001,31.330000,25.840763,22896175
2019-06-01,31.139999,32.970001,30.850000,32.570000,26.863506,17306696
2019-07-01,33.000000,33.630001,31.570000,32.380001,26.706799,20627287
2019-08-01,32.349998,34.889999,31.049999,34.549999,28.496595,19536676
2019-09-01,34.540001,36.750000,33.209999,36.750000,30.311144,21219683
2019-10-01,36.900002,39.580002,35.029999,38.000000,31.342134,27270374
2019-11-01,38.299999,39.759998,36.520000,37.080002,30.583324,23775040
2019-12-01,37.080002,38.939999,36.110001,37.880001,31.243160,19108800
2020-01-01,37.880001,38.790001,35.720001,35.730000,29.469851,17675644
2020-02-01,35.700001,41.320000,34.939999,35.480000,29.263657,28164286
2020-03-01,36.040001,37.150002,22.270000,26.719999,22.038469,53016664
2020-04-01,26.000000,30.260000,24.250000,28.110001,23.184933,32053224
2020-05-01,28.110001,28.389999,23.910000,27.540001,22.714800,26050525
2020-06-01,28.049999,31.410000,26.629999,30.410000,25.975611,37677327
2020-07-01,30.580000,33.369999,30.000000,30.000000,25.625399,29782080
2020-08-01,30.070000,35.130001,29.910000,33.250000,28.401482,17610488
2020-09-01,33.009998,34.610001,28.770000,29.620001,25.300812,25465163
2020-10-01,29.889999,31.760000,26.620001,28.150000,25.322563,21887233
2020-11-01,28.260000,34.900002,27.879999,33.380001,30.027254,24373092
2020-12-01,33.869999,35.529999,32.540001,33.650002,30.270134,17046861
2021-01-01,33.650002,36.049999,31.910000,32.419998,29.163675,20591264
2021-02-01,32.610001,35.110001,32.599998,33.560001,30.189175,16634649
2021-03-01,33.990002,35.599998,33.279999,34.189999,30.755894,21514906
2021-04-01,34.330002,35.790001,34.049999,35.639999,32.060253,16038308
2021-05-01,35.790001,36.060001,32.610001,33.380001,30.027254,21945140
2021-06-01,33.980000,34.560001,30.590000,31.190001,29.448624,24586335
2021-07-01,31.440001,33.139999,30.420000,32.490002,30.676044,20561239
2021-08-01,32.730000,36.669998,32.549999,35.430000,33.451900,19126688
2021-09-01,35.549999,37.220001,34.939999,35.900002,33.895660,19517896
2021-10-01,35.439999,35.770000,33.470001,35.000000,33.045906,17089627
2021-11-01,35.119999,35.950001,29.330000,29.950001,28.277855,34673296
2021-12-01,30.059999,31.510000,29.650000,31.490000,29.731874,25460269
2022-01-01,31.400000,33.020000,30.709999,31.190001,29.448624,22735933
2022-02-01,31.309999,33.119999,30.510000,32.020000,30.232285,24991162
2022-03-01,31.920000,33.720001,28.530001,31.629999,29.864058,33356566
2022-04-01,31.719999,33.380001,30.010000,32.849998,31.015942,21270248
2022-05-01,32.720001,32.959999,30.389999,32.130001,30.336143,23757840
2022-06-01,32.259998,32.470001,29.000000,29.360001,29.360001,21319546
2022-07-01,29.139999,29.650000,27.440001,29.500000,29.500000,19006939
2022-08-01,29.540001,30.940001,28.719999,29.299999,29.299999,21380364
2022-09-01,29.240000,30.870001,26.400000,26.850000,26.850000,29548490
2022-10-01,26.700001,29.040001,25.730000,28.879999,28.879999,20051844
2022-11-01,28.940001,30.850000,28.260000,29.559999,29.559999,26048659
2022-12-01,29.680000,30.010000,27.980000,28.260000,28.260000,16533688
