Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,14.595000,14.675000,13.315000,13.940000,10.615367,156363657
2018-03-01,13.880000,14.315000,13.385000,13.785000,10.497335,137435034
2018-04-01,13.785000,15.120000,13.580000,15.115000,11.510135,120484687
2018-05-01,15.115000,15.235000,14.245000,14.725000,11.213149,153758421
2018-06-01,14.840000,15.120000,14.155000,14.345000,10.923779,133390506
2018-07-01,14.200000,14.940000,13.915000,14.615000,11.433882,135555045
2018-08-01,14.595000,14.710000,13.950000,13.990000,10.944921,91892534
2018-09-01,13.950000,14.000000,13.470000,13.735000,10.745423,120765267
2018-10-01,13.740000,14.180000,13.400000,13.820000,10.811922,168710399
2018-11-01,13.790000,15.215000,13.785000,15.160000,11.860255,189358945
2018-12-01,15.250000,15.250000,13.815000,14.155000,11.074005,152229693
2019-01-01,14.155000,14.340000,13.255000,13.570000,10.833366,150269094
2019-02-01,13.645000,13.725000,13.150000,13.440000,10.729584,133272453
2019-03-01,13.385000,14.605000,13.210000,14.500000,11.575814,151528698
2019-04-01,14.655000,14.910000,13.755000,13.965000,11.148706,120333090
2019-05-01,13.965000,14.200000,13.415000,14.040000,11.208582,142676392
2019-06-01,13.960000,14.200000,13.555000,13.865000,11.068874,115162443
2019-07-01,13.930000,14.090000,13.080000,13.425000,11.029393,138067776
2019-08-01,13.395000,13.865000,13.100000,13.800000,11.337478,144178566
2019-09-01,13.830000,14.415000,13.315000,14.395000,11.826302,136077715
2019-10-01,14.375000,14.980000,13.965000,14.440000,11.863273,153491131
2019-11-01,14.515000,15.380000,14.210000,15.000000,12.323344,143581298
2019-12-01,14.795000,14.800000,13.120000,13.120000,10.778819,163244699
2020-01-01,13.120000,13.305000,12.760000,12.805000,10.734722,154060577
2020-02-01,12.805000,13.545000,11.970000,12.190000,10.219153,202127720
2020-03-01,12.315000,12.590000,8.840000,11.135000,9.334723,391077795
2020-04-01,10.900000,11.675000,10.620000,11.135000,9.334723,141747284
2020-05-01,11.135000,11.135000,10.065000,10.845000,9.091609,145955699
2020-06-01,10.965000,11.610000,10.120000,10.645000,8.923945,199535056
2020-07-01,10.625000,11.145000,9.840000,9.912000,8.462766,155381994
2020-08-01,9.932000,10.220000,9.330000,9.330000,7.965861,135540527
2020-09-01,9.330000,9.748000,8.756000,8.884000,7.585070,256502945
2020-10-01,8.950000,9.772000,8.632000,9.630000,8.221997,167633278
2020-11-01,9.700000,10.865000,9.368000,10.590000,9.041636,172620052
2020-12-01,10.650000,10.740000,9.516000,9.734000,8.310792,175144183
2021-01-01,9.734000,10.460000,9.466000,9.704000,8.611849,163353665
2021-02-01,9.744000,10.100000,9.458000,9.548000,8.473406,160471384
2021-03-01,9.642000,10.680000,9.550000,10.505000,9.322698,196823870
2021-04-01,10.512000,10.576000,10.120000,10.350000,9.185143,128895114
2021-05-01,10.350000,10.736000,10.286000,10.410000,9.238389,134113381
2021-06-01,10.440000,10.614000,9.514000,9.615000,8.532865,142535927
2021-07-01,9.667000,9.716000,9.170000,9.395000,8.500311,154102657
2021-08-01,9.414000,9.890000,9.365000,9.620000,8.703884,106819290
2021-09-01,9.650000,9.736000,9.205000,9.352000,8.461406,129889447
2021-10-01,9.300000,9.747000,9.206000,9.435000,8.536501,179922159
2021-11-01,9.439000,9.999000,9.439000,9.510000,8.604360,168148639
2021-12-01,9.540000,9.688000,8.926000,9.413000,8.516597,179364465
2022-01-01,9.432000,10.540000,9.368000,10.420000,9.744596,201376245
2022-02-01,10.432000,11.160000,10.208000,10.814000,10.113058,200388400
2022-03-01,10.800000,10.964000,9.892000,10.704000,10.010188,216506341
2022-04-01,10.700000,11.390000,10.596000,11.318000,10.584390,128534912
2022-05-01,11.254000,11.938000,10.356000,11.648000,10.893000,160025703
2022-06-01,11.688000,11.726000,10.638000,11.220000,10.492743,156914784
2022-07-01,11.216000,11.438000,9.729000,9.997000,9.686341,151398043
2022-08-01,9.960000,10.434000,9.802000,10.098000,9.784203,117927550
2022-09-01,10.008000,10.328000,9.235000,9.248000,8.960617,146799443
2022-10-01,9.238000,9.670000,9.082000,9.631000,9.331715,149434779
2022-11-01,9.667000,9.993000,9.574000,9.768000,9.464458,159678914
2022-12-01,9.795000,9.796000,9.095000,9.180000,8.894731,109165988
